sensor_id,city,zone_type,pm25,pm10,co2_ppm,temperature_c,humidity_pct,wind_speed_kmh,aqi_value,severity,recorded_at
PKS_KHI_TRF_02,Karachi,traffic,50.13,53.8,428.89,40.61,69.06,51.83,137.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:06:59.916571+00:00
PKS_LHR_RES_01,Lahore,residential,24.06,29.73,400.0,26.49,32.72,31.64,76.1,MODERATE,2026-07-19T23:06:59.916602+00:00
PKS_LHR_IND_02,Lahore,industrial,72.78,85.07,436.94,29.29,14.04,20.16,159.9,UNHEALTHY,2026-07-19T23:06:59.916628+00:00
PKS_ISB_PRK_01,Islamabad,park,13.06,14.84,400.0,26.49,44.22,3.77,53.0,MODERATE,2026-07-19T23:06:59.916658+00:00
PKS_ISB_TRF_02,Islamabad,traffic,139.38,170.25,498.05,33.1,50.92,39.56,194.3,UNHEALTHY,2026-07-19T23:06:59.916685+00:00
PKS_PEW_IND_01,Peshawar,industrial,68.64,81.92,564.4,45.0,33.34,26.51,157.8,UNHEALTHY,2026-07-19T23:06:59.916712+00:00
PKS_PEW_RES_02,Peshawar,residential,104.26,114.54,400.0,35.44,23.02,4.68,176.2,UNHEALTHY,2026-07-19T23:06:59.916738+00:00
PKS_MUL_TRF_01,Multan,traffic,44.57,54.75,503.94,28.8,58.37,11.39,123.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:06:59.916765+00:00
PKS_MUL_PRK_02,Multan,park,13.74,16.15,400.0,26.63,21.79,36.89,54.4,MODERATE,2026-07-19T23:06:59.916794+00:00
PKS_KHI_IND_01,Karachi,industrial,80.56,102.98,549.74,44.39,25.99,28.72,163.9,UNHEALTHY,2026-07-19T23:07:19.034622+00:00
PKS_KHI_TRF_02,Karachi,traffic,106.53,123.32,552.65,37.86,81.77,54.6,177.3,UNHEALTHY,2026-07-19T23:07:19.034675+00:00
PKS_LHR_RES_01,Lahore,residential,27.17,30.99,400.0,28.64,64.22,47.75,82.7,MODERATE,2026-07-19T23:07:19.034695+00:00
PKS_LHR_IND_02,Lahore,industrial,237.29,287.4,413.42,40.82,60.18,9.64,287.0,VERY UNHEALTHY,2026-07-19T23:07:19.034713+00:00
PKS_ISB_PRK_01,Islamabad,park,38.76,42.43,400.0,28.26,43.65,34.16,109.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:19.034730+00:00
PKS_ISB_TRF_02,Islamabad,traffic,35.98,46.66,400.0,35.23,26.58,38.01,102.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:19.034747+00:00
PKS_PEW_IND_01,Peshawar,industrial,87.06,105.29,538.52,29.18,45.84,23.28,167.3,UNHEALTHY,2026-07-19T23:07:19.034762+00:00
PKS_PEW_RES_02,Peshawar,residential,23.17,24.47,400.0,38.55,19.5,43.69,74.3,MODERATE,2026-07-19T23:07:19.034777+00:00
PKS_MUL_TRF_01,Multan,traffic,38.98,49.92,400.0,30.49,57.79,7.55,109.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:19.034791+00:00
PKS_MUL_PRK_02,Multan,park,7.14,9.27,400.0,25.92,33.39,31.57,29.8,GOOD,2026-07-19T23:07:19.034805+00:00
PKS_KHI_IND_01,Karachi,industrial,78.03,94.08,558.71,35.71,43.65,47.67,162.6,UNHEALTHY,2026-07-19T23:07:42.517154+00:00
PKS_KHI_TRF_02,Karachi,traffic,40.2,46.19,400.0,32.45,22.94,35.27,112.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:42.517178+00:00
PKS_LHR_RES_01,Lahore,residential,33.65,36.7,400.0,32.72,18.22,5.88,96.3,MODERATE,2026-07-19T23:07:42.517190+00:00
PKS_LHR_IND_02,Lahore,industrial,69.13,77.32,597.59,36.27,42.48,45.35,158.0,UNHEALTHY,2026-07-19T23:07:42.517201+00:00
PKS_ISB_PRK_01,Islamabad,park,7.73,8.48,400.0,36.41,46.71,56.75,32.2,GOOD,2026-07-19T23:07:42.517213+00:00
PKS_ISB_TRF_02,Islamabad,traffic,53.17,63.16,446.16,29.51,21.31,26.48,144.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:42.517223+00:00
PKS_PEW_IND_01,Peshawar,industrial,75.31,86.86,658.17,33.04,48.02,1.39,161.2,UNHEALTHY,2026-07-19T23:07:42.517233+00:00
PKS_PEW_RES_02,Peshawar,residential,25.75,28.57,400.0,31.85,12.32,45.64,79.7,MODERATE,2026-07-19T23:07:42.517243+00:00
PKS_MUL_TRF_01,Multan,traffic,49.77,63.09,545.8,25.49,62.32,4.44,136.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:07:42.517255+00:00
PKS_MUL_PRK_02,Multan,park,11.18,12.23,400.0,34.02,50.81,5.56,46.6,GOOD,2026-07-19T23:07:42.517266+00:00
PKS_KHI_IND_01,Karachi,industrial,83.27,101.65,464.17,37.79,43.42,46.28,165.3,UNHEALTHY,2026-07-19T23:08:31.253790+00:00
PKS_KHI_TRF_02,Karachi,traffic,55.77,63.66,424.53,27.55,15.71,4.02,151.1,UNHEALTHY,2026-07-19T23:08:31.253873+00:00
PKS_LHR_RES_01,Lahore,residential,24.01,29.57,400.0,29.59,89.83,46.6,76.1,MODERATE,2026-07-19T23:08:31.253921+00:00
PKS_LHR_IND_02,Lahore,industrial,254.56,277.35,553.04,34.72,68.33,33.66,304.2,HAZARDOUS,2026-07-19T23:08:31.253966+00:00
PKS_ISB_PRK_01,Islamabad,park,11.77,14.09,400.0,39.08,25.35,58.62,49.0,GOOD,2026-07-19T23:08:31.254010+00:00
PKS_ISB_TRF_02,Islamabad,traffic,37.35,43.41,466.74,34.31,62.92,59.64,105.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:31.254053+00:00
PKS_PEW_IND_01,Peshawar,industrial,214.82,278.43,698.87,36.3,10.83,43.46,264.7,VERY UNHEALTHY,2026-07-19T23:08:31.254098+00:00
PKS_PEW_RES_02,Peshawar,residential,28.2,34.37,400.0,24.04,34.11,7.58,84.9,MODERATE,2026-07-19T23:08:31.254140+00:00
PKS_MUL_TRF_01,Multan,traffic,45.24,54.55,545.56,29.1,71.11,56.49,125.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:31.254183+00:00
PKS_MUL_PRK_02,Multan,park,10.67,13.31,400.0,28.89,48.41,13.94,44.5,GOOD,2026-07-19T23:08:31.254229+00:00
PKS_KHI_IND_01,Karachi,industrial,82.82,92.69,492.25,32.54,55.46,40.34,165.1,UNHEALTHY,2026-07-19T23:08:56.097936+00:00
PKS_KHI_TRF_02,Karachi,traffic,46.93,53.3,482.7,31.95,48.7,29.03,129.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:56.097963+00:00
PKS_LHR_RES_01,Lahore,residential,40.43,50.02,400.0,29.09,35.15,56.24,113.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:56.097978+00:00
PKS_LHR_IND_02,Lahore,industrial,63.05,66.29,510.52,38.03,56.16,14.53,154.9,UNHEALTHY,2026-07-19T23:08:56.097990+00:00
PKS_ISB_PRK_01,Islamabad,park,11.33,12.44,400.0,31.61,45.94,55.56,47.2,GOOD,2026-07-19T23:08:56.098005+00:00
PKS_ISB_TRF_02,Islamabad,traffic,47.03,57.0,496.68,35.48,17.17,8.18,129.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:56.098018+00:00
PKS_PEW_IND_01,Peshawar,industrial,89.7,97.54,670.43,34.83,46.05,1.39,168.7,UNHEALTHY,2026-07-19T23:08:56.098031+00:00
PKS_PEW_RES_02,Peshawar,residential,25.9,28.44,400.0,33.22,68.28,50.34,80.0,MODERATE,2026-07-19T23:08:56.098043+00:00
PKS_MUL_TRF_01,Multan,traffic,61.48,73.02,403.0,31.22,26.26,38.63,154.1,UNHEALTHY,2026-07-19T23:08:56.098056+00:00
PKS_MUL_PRK_02,Multan,park,35.55,38.73,400.0,35.19,63.03,58.27,101.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:08:56.098069+00:00
PKS_KHI_IND_01,Karachi,industrial,71.77,85.31,615.86,30.74,84.1,24.23,159.4,UNHEALTHY,2026-07-19T23:09:33.520363+00:00
PKS_KHI_TRF_02,Karachi,traffic,139.64,179.66,480.2,36.12,64.32,54.17,194.4,UNHEALTHY,2026-07-19T23:09:33.520398+00:00
PKS_LHR_RES_01,Lahore,residential,26.67,33.58,400.0,24.52,34.88,14.13,81.6,MODERATE,2026-07-19T23:09:33.520416+00:00
PKS_LHR_IND_02,Lahore,industrial,65.78,75.91,567.72,33.36,57.15,29.96,156.3,UNHEALTHY,2026-07-19T23:09:33.520430+00:00
PKS_ISB_PRK_01,Islamabad,park,6.66,7.32,400.0,27.04,70.28,17.49,27.8,GOOD,2026-07-19T23:09:33.520445+00:00
PKS_ISB_TRF_02,Islamabad,traffic,47.4,60.54,400.0,27.06,50.32,17.53,130.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:09:33.520458+00:00
PKS_PEW_IND_01,Peshawar,industrial,71.44,82.83,690.46,33.62,15.7,27.93,159.2,UNHEALTHY,2026-07-19T23:09:33.520473+00:00
PKS_PEW_RES_02,Peshawar,residential,31.85,36.53,400.0,36.73,66.58,59.38,92.5,MODERATE,2026-07-19T23:09:33.520487+00:00
PKS_MUL_TRF_01,Multan,traffic,44.46,50.17,504.89,28.41,87.64,8.7,123.1,UNHEALTHY FOR SENSITIVE,2026-07-19T23:09:33.520500+00:00
PKS_MUL_PRK_02,Multan,park,9.82,12.43,400.0,31.47,57.25,10.07,40.9,GOOD,2026-07-19T23:09:33.520515+00:00
PKS_KHI_IND_01,Karachi,industrial,67.35,74.91,595.2,28.74,77.19,16.51,157.1,UNHEALTHY,2026-07-19T23:09:52.470498+00:00
PKS_KHI_TRF_02,Karachi,traffic,39.72,43.87,400.0,26.79,13.88,46.07,111.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:09:52.470580+00:00
PKS_LHR_RES_01,Lahore,residential,26.73,29.41,400.0,32.01,66.66,2.25,81.8,MODERATE,2026-07-19T23:09:52.470631+00:00
PKS_LHR_IND_02,Lahore,industrial,66.52,85.95,603.61,39.89,68.16,44.15,156.7,UNHEALTHY,2026-07-19T23:09:52.470676+00:00
PKS_ISB_PRK_01,Islamabad,park,20.44,22.07,400.0,37.14,86.06,26.6,68.5,MODERATE,2026-07-19T23:09:52.470720+00:00
PKS_ISB_TRF_02,Islamabad,traffic,56.22,64.58,457.13,43.58,26.98,24.07,151.4,UNHEALTHY,2026-07-19T23:09:52.470762+00:00
PKS_PEW_IND_01,Peshawar,industrial,76.1,83.62,691.05,40.23,25.55,36.4,161.6,UNHEALTHY,2026-07-19T23:09:52.470803+00:00
PKS_PEW_RES_02,Peshawar,residential,76.29,94.57,400.0,26.71,72.3,28.36,161.7,UNHEALTHY,2026-07-19T23:09:52.470845+00:00
PKS_MUL_TRF_01,Multan,traffic,48.49,52.19,457.59,25.41,66.87,33.22,133.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:09:52.470887+00:00
PKS_MUL_PRK_02,Multan,park,8.89,11.43,400.0,33.89,67.3,12.37,37.0,GOOD,2026-07-19T23:09:52.470930+00:00
PKS_KHI_IND_01,Karachi,industrial,72.25,81.06,574.05,38.31,27.33,53.02,159.6,UNHEALTHY,2026-07-19T23:10:24.111595+00:00
PKS_KHI_TRF_02,Karachi,traffic,40.86,48.79,455.47,31.02,70.08,18.94,114.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:24.111673+00:00
PKS_LHR_RES_01,Lahore,residential,74.6,91.38,400.0,27.22,36.7,32.89,160.9,UNHEALTHY,2026-07-19T23:10:24.111719+00:00
PKS_LHR_IND_02,Lahore,industrial,65.52,72.38,548.51,37.8,29.96,12.53,156.2,UNHEALTHY,2026-07-19T23:10:24.111760+00:00
PKS_ISB_PRK_01,Islamabad,park,8.23,9.83,400.0,30.47,68.24,42.95,34.3,GOOD,2026-07-19T23:10:24.111810+00:00
PKS_ISB_TRF_02,Islamabad,traffic,45.37,47.87,400.0,39.99,30.82,48.17,125.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:24.111851+00:00
PKS_PEW_IND_01,Peshawar,industrial,82.69,102.36,633.77,38.65,71.19,52.39,165.0,UNHEALTHY,2026-07-19T23:10:24.111891+00:00
PKS_PEW_RES_02,Peshawar,residential,18.86,21.59,400.0,28.36,44.6,32.44,65.2,MODERATE,2026-07-19T23:10:24.111933+00:00
PKS_MUL_TRF_01,Multan,traffic,47.49,60.95,400.0,44.58,49.89,40.63,130.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:24.111971+00:00
PKS_MUL_PRK_02,Multan,park,9.39,9.95,400.0,38.97,16.69,10.2,39.1,GOOD,2026-07-19T23:10:24.112013+00:00
PKS_KHI_IND_01,Karachi,industrial,234.99,281.5,576.42,41.42,15.27,47.65,284.7,VERY UNHEALTHY,2026-07-19T23:10:35.773431+00:00
PKS_KHI_TRF_02,Karachi,traffic,40.62,47.2,549.91,38.94,62.52,8.86,113.6,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:35.773492+00:00
PKS_LHR_RES_01,Lahore,residential,31.87,34.97,400.0,28.54,42.52,32.54,92.6,MODERATE,2026-07-19T23:10:35.773525+00:00
PKS_LHR_IND_02,Lahore,industrial,85.31,110.88,545.02,39.34,34.66,2.39,166.4,UNHEALTHY,2026-07-19T23:10:35.773554+00:00
PKS_ISB_PRK_01,Islamabad,park,6.18,7.06,400.0,29.12,48.57,11.28,25.8,GOOD,2026-07-19T23:10:35.773582+00:00
PKS_ISB_TRF_02,Islamabad,traffic,51.76,66.66,407.89,32.05,86.47,53.41,141.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:35.773613+00:00
PKS_PEW_IND_01,Peshawar,industrial,56.47,68.97,452.48,45.0,45.26,17.93,151.5,UNHEALTHY,2026-07-19T23:10:35.773641+00:00
PKS_PEW_RES_02,Peshawar,residential,28.78,30.78,400.0,36.94,61.33,38.95,86.1,MODERATE,2026-07-19T23:10:35.773666+00:00
PKS_MUL_TRF_01,Multan,traffic,37.81,42.93,432.58,27.06,18.49,51.39,106.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:35.773691+00:00
PKS_MUL_PRK_02,Multan,park,5.67,6.04,400.0,32.52,29.12,0.09,23.6,GOOD,2026-07-19T23:10:35.773719+00:00
PKS_KHI_IND_01,Karachi,industrial,64.79,79.29,592.98,31.72,44.59,27.62,155.8,UNHEALTHY,2026-07-19T23:10:46.905532+00:00
PKS_KHI_TRF_02,Karachi,traffic,46.62,55.31,413.75,26.76,14.88,33.96,128.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:46.905656+00:00
PKS_LHR_RES_01,Lahore,residential,21.91,27.81,400.0,24.26,73.55,29.91,71.6,MODERATE,2026-07-19T23:10:46.905712+00:00
PKS_LHR_IND_02,Lahore,industrial,72.03,87.03,574.23,29.31,22.75,28.79,159.5,UNHEALTHY,2026-07-19T23:10:46.905762+00:00
PKS_ISB_PRK_01,Islamabad,park,9.11,11.73,400.0,31.3,45.67,28.8,37.9,GOOD,2026-07-19T23:10:46.905812+00:00
PKS_ISB_TRF_02,Islamabad,traffic,54.95,60.67,453.45,34.61,30.68,5.5,148.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:10:46.905860+00:00
PKS_PEW_IND_01,Peshawar,industrial,58.39,75.43,635.01,39.0,46.79,5.67,152.5,UNHEALTHY,2026-07-19T23:10:46.905908+00:00
PKS_PEW_RES_02,Peshawar,residential,31.27,39.41,400.0,33.92,62.65,24.37,91.3,MODERATE,2026-07-19T23:10:46.905955+00:00
PKS_MUL_TRF_01,Multan,traffic,66.34,78.98,400.0,32.58,79.35,17.23,156.6,UNHEALTHY,2026-07-19T23:10:46.906012+00:00
PKS_MUL_PRK_02,Multan,park,7.79,8.67,400.0,28.68,38.14,11.73,32.5,GOOD,2026-07-19T23:10:46.906061+00:00
PKS_KHI_IND_01,Karachi,industrial,77.16,96.61,561.87,42.2,78.12,30.75,162.2,UNHEALTHY,2026-07-19T23:11:29.205298+00:00
PKS_KHI_TRF_02,Karachi,traffic,173.22,214.11,426.02,31.42,57.71,9.9,223.5,VERY UNHEALTHY,2026-07-19T23:11:29.205344+00:00
PKS_LHR_RES_01,Lahore,residential,115.83,136.27,400.0,29.05,65.23,43.85,182.2,UNHEALTHY,2026-07-19T23:11:29.205369+00:00
PKS_LHR_IND_02,Lahore,industrial,60.18,70.82,598.12,32.19,21.73,46.65,153.4,UNHEALTHY,2026-07-19T23:11:29.205391+00:00
PKS_ISB_PRK_01,Islamabad,park,7.38,7.87,400.0,29.14,53.12,3.19,30.7,GOOD,2026-07-19T23:11:29.205413+00:00
PKS_ISB_TRF_02,Islamabad,traffic,205.25,242.29,400.0,34.49,15.66,26.11,255.3,VERY UNHEALTHY,2026-07-19T23:11:29.205438+00:00
PKS_PEW_IND_01,Peshawar,industrial,76.39,87.03,458.92,31.26,19.99,57.02,161.8,UNHEALTHY,2026-07-19T23:11:29.205461+00:00
PKS_PEW_RES_02,Peshawar,residential,30.92,34.77,400.0,33.56,68.4,34.53,90.6,MODERATE,2026-07-19T23:11:29.205481+00:00
PKS_MUL_TRF_01,Multan,traffic,40.75,43.65,426.55,29.83,51.52,44.11,113.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:11:29.205502+00:00
PKS_MUL_PRK_02,Multan,park,13.61,15.27,400.0,28.24,63.34,54.03,54.2,MODERATE,2026-07-19T23:11:29.205524+00:00
PKS_KHI_IND_01,Karachi,industrial,67.99,72.67,624.63,44.01,61.78,34.97,157.4,UNHEALTHY,2026-07-19T23:12:58.203850+00:00
PKS_KHI_TRF_02,Karachi,traffic,55.6,62.66,406.02,39.0,51.21,43.19,151.0,UNHEALTHY,2026-07-19T23:12:58.203932+00:00
PKS_LHR_RES_01,Lahore,residential,72.57,86.8,400.0,34.14,61.66,7.91,159.8,UNHEALTHY,2026-07-19T23:12:58.203978+00:00
PKS_LHR_IND_02,Lahore,industrial,67.25,80.64,572.87,27.61,47.69,44.35,157.1,UNHEALTHY,2026-07-19T23:12:58.204017+00:00
PKS_ISB_PRK_01,Islamabad,park,10.48,13.25,400.0,25.5,18.86,19.21,43.7,GOOD,2026-07-19T23:12:58.204056+00:00
PKS_ISB_TRF_02,Islamabad,traffic,62.64,71.32,405.57,38.42,31.71,23.48,154.7,UNHEALTHY,2026-07-19T23:12:58.204094+00:00
PKS_PEW_IND_01,Peshawar,industrial,77.44,88.72,590.48,41.66,29.82,53.31,162.3,UNHEALTHY,2026-07-19T23:12:58.204132+00:00
PKS_PEW_RES_02,Peshawar,residential,30.29,32.55,400.0,31.29,75.72,55.46,89.2,MODERATE,2026-07-19T23:12:58.204169+00:00
PKS_MUL_TRF_01,Multan,traffic,44.2,54.1,429.43,26.18,19.09,38.79,122.4,UNHEALTHY FOR SENSITIVE,2026-07-19T23:12:58.204209+00:00
PKS_MUL_PRK_02,Multan,park,5.63,6.39,400.0,28.21,53.5,51.27,23.5,GOOD,2026-07-19T23:12:58.204248+00:00
PKS_KHI_IND_01,Karachi,industrial,51.41,59.11,523.25,39.39,38.3,57.64,140.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:13:29.963694+00:00
PKS_KHI_TRF_02,Karachi,traffic,52.76,68.14,414.85,30.07,17.04,14.42,143.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:13:29.963725+00:00
PKS_LHR_RES_01,Lahore,residential,36.51,46.56,400.0,32.38,57.86,22.25,103.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:13:29.963738+00:00
PKS_LHR_IND_02,Lahore,industrial,77.11,91.1,496.88,43.75,49.36,9.78,162.2,UNHEALTHY,2026-07-19T23:13:29.963749+00:00
PKS_ISB_PRK_01,Islamabad,park,9.69,10.72,400.0,25.14,88.31,47.81,40.4,GOOD,2026-07-19T23:13:29.963761+00:00
PKS_ISB_TRF_02,Islamabad,traffic,51.28,57.62,406.3,34.67,54.46,23.83,139.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:13:29.963771+00:00
PKS_PEW_IND_01,Peshawar,industrial,240.28,264.26,478.7,35.33,47.7,47.39,290.0,VERY UNHEALTHY,2026-07-19T23:13:29.963783+00:00
PKS_PEW_RES_02,Peshawar,residential,18.82,19.77,400.0,26.03,68.49,55.64,65.1,MODERATE,2026-07-19T23:13:29.963794+00:00
PKS_MUL_TRF_01,Multan,traffic,203.69,230.99,400.0,30.63,27.15,13.99,253.7,VERY UNHEALTHY,2026-07-19T23:13:29.963804+00:00
PKS_MUL_PRK_02,Multan,park,12.38,13.25,400.0,33.65,35.66,30.07,51.6,MODERATE,2026-07-19T23:13:29.963815+00:00
PKS_KHI_IND_01,Karachi,industrial,78.34,88.13,497.88,36.0,53.69,7.54,162.8,UNHEALTHY,2026-07-19T23:14:06.501597+00:00
PKS_KHI_TRF_02,Karachi,traffic,50.08,59.85,452.8,35.14,62.49,40.35,136.9,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:06.501698+00:00
PKS_LHR_RES_01,Lahore,residential,18.13,22.89,400.0,38.17,42.14,43.05,63.7,MODERATE,2026-07-19T23:14:06.501755+00:00
PKS_LHR_IND_02,Lahore,industrial,90.63,107.26,487.12,35.51,82.2,17.63,169.1,UNHEALTHY,2026-07-19T23:14:06.501803+00:00
PKS_ISB_PRK_01,Islamabad,park,10.2,11.94,400.0,22.41,29.03,37.67,42.5,GOOD,2026-07-19T23:14:06.501846+00:00
PKS_ISB_TRF_02,Islamabad,traffic,48.8,56.93,546.66,28.04,23.59,30.11,133.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:06.501895+00:00
PKS_PEW_IND_01,Peshawar,industrial,79.21,98.03,649.99,31.32,65.0,34.34,163.2,UNHEALTHY,2026-07-19T23:14:06.501945+00:00
PKS_PEW_RES_02,Peshawar,residential,87.21,101.8,400.0,30.89,59.35,39.38,167.4,UNHEALTHY,2026-07-19T23:14:06.501992+00:00
PKS_MUL_TRF_01,Multan,traffic,49.0,60.92,400.0,40.39,85.71,30.3,134.2,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:06.502037+00:00
PKS_MUL_PRK_02,Multan,park,45.46,49.26,400.0,31.08,67.01,1.05,125.5,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:06.502086+00:00
PKS_KHI_IND_01,Karachi,industrial,92.59,110.78,420.64,38.34,19.03,22.86,170.2,UNHEALTHY,2026-07-19T23:14:17.640749+00:00
PKS_KHI_TRF_02,Karachi,traffic,61.22,70.47,435.81,30.83,46.67,2.82,154.0,UNHEALTHY,2026-07-19T23:14:17.640837+00:00
PKS_LHR_RES_01,Lahore,residential,25.64,29.77,400.0,27.77,71.44,28.33,79.5,MODERATE,2026-07-19T23:14:17.640887+00:00
PKS_LHR_IND_02,Lahore,industrial,80.96,97.16,516.47,38.14,21.6,32.53,164.1,UNHEALTHY,2026-07-19T23:14:17.640930+00:00
PKS_ISB_PRK_01,Islamabad,park,44.74,56.04,400.0,33.01,62.42,24.02,123.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:17.640982+00:00
PKS_ISB_TRF_02,Islamabad,traffic,135.52,151.97,470.12,40.77,16.9,37.03,192.3,UNHEALTHY,2026-07-19T23:14:17.641029+00:00
PKS_PEW_IND_01,Peshawar,industrial,66.89,79.18,711.35,29.61,18.35,29.14,156.9,UNHEALTHY,2026-07-19T23:14:17.641071+00:00
PKS_PEW_RES_02,Peshawar,residential,28.72,30.31,400.0,33.23,36.84,56.33,86.0,MODERATE,2026-07-19T23:14:17.641112+00:00
PKS_MUL_TRF_01,Multan,traffic,55.39,70.39,436.79,28.59,85.68,34.99,150.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:14:17.641156+00:00
PKS_MUL_PRK_02,Multan,park,10.85,12.97,400.0,25.28,84.28,21.98,45.2,GOOD,2026-07-19T23:14:17.641199+00:00
PKS_KHI_IND_01,Karachi,industrial,67.75,87.31,573.41,41.65,45.66,32.11,157.3,UNHEALTHY,2026-07-19T23:15:17.984759+00:00
PKS_KHI_TRF_02,Karachi,traffic,54.47,68.07,458.12,29.17,10.41,52.53,147.7,UNHEALTHY FOR SENSITIVE,2026-07-19T23:15:17.984841+00:00
PKS_LHR_RES_01,Lahore,residential,21.33,26.47,400.0,23.24,37.14,25.89,70.4,MODERATE,2026-07-19T23:15:17.984891+00:00
PKS_LHR_IND_02,Lahore,industrial,287.59,315.34,445.91,29.25,17.36,3.38,330.5,HAZARDOUS,2026-07-19T23:15:17.984939+00:00
PKS_ISB_PRK_01,Islamabad,park,13.74,17.28,400.0,26.82,51.63,27.79,54.4,MODERATE,2026-07-19T23:15:17.984983+00:00
PKS_ISB_TRF_02,Islamabad,traffic,128.74,159.08,519.03,28.84,31.33,30.41,188.8,UNHEALTHY,2026-07-19T23:15:17.985033+00:00
PKS_PEW_IND_01,Peshawar,industrial,66.72,76.83,454.81,28.64,67.36,58.08,156.8,UNHEALTHY,2026-07-19T23:15:17.985075+00:00
PKS_PEW_RES_02,Peshawar,residential,31.14,34.65,400.0,35.28,80.94,7.44,91.0,MODERATE,2026-07-19T23:15:17.985118+00:00
PKS_MUL_TRF_01,Multan,traffic,61.13,74.83,417.65,33.11,22.0,33.53,153.9,UNHEALTHY,2026-07-19T23:15:17.985162+00:00
PKS_MUL_PRK_02,Multan,park,11.58,12.47,400.0,25.71,25.95,14.27,48.3,GOOD,2026-07-19T23:15:17.985204+00:00
PKS_KHI_IND_01,Karachi,industrial,93.14,99.22,567.73,34.61,77.83,43.83,170.4,UNHEALTHY,2026-07-19T23:15:29.177834+00:00
PKS_KHI_TRF_02,Karachi,traffic,51.75,54.69,498.17,30.65,82.67,36.8,141.0,UNHEALTHY FOR SENSITIVE,2026-07-19T23:15:29.177906+00:00
PKS_LHR_RES_01,Lahore,residential,28.32,30.82,400.0,28.66,61.39,45.33,85.1,MODERATE,2026-07-19T23:15:29.177948+00:00
PKS_LHR_IND_02,Lahore,industrial,248.47,281.12,631.87,43.6,68.99,4.56,298.1,VERY UNHEALTHY,2026-07-19T23:15:29.177988+00:00
PKS_ISB_PRK_01,Islamabad,park,9.8,10.48,400.0,23.67,28.35,9.92,40.8,GOOD,2026-07-19T23:15:29.178027+00:00
PKS_ISB_TRF_02,Islamabad,traffic,53.51,57.14,473.6,39.49,85.66,35.01,145.3,UNHEALTHY FOR SENSITIVE,2026-07-19T23:15:29.178065+00:00
PKS_PEW_IND_01,Peshawar,industrial,67.44,81.81,534.52,34.91,35.87,55.34,157.2,UNHEALTHY,2026-07-19T23:15:29.178106+00:00
PKS_PEW_RES_02,Peshawar,residential,29.28,31.49,400.0,36.53,55.21,22.12,87.1,MODERATE,2026-07-19T23:15:29.178147+00:00
PKS_MUL_TRF_01,Multan,traffic,65.5,70.49,455.62,33.41,75.53,58.16,156.2,UNHEALTHY,2026-07-19T23:15:29.178185+00:00
PKS_MUL_PRK_02,Multan,park,7.51,8.87,400.0,26.14,27.23,9.0,31.3,GOOD,2026-07-19T23:15:29.178222+00:00
PKS_KHI_IND_01,Karachi,industrial,91.19,100.34,599.39,31.12,70.61,42.15,169.4,UNHEALTHY,2026-07-19T23:15:42.317551+00:00
PKS_KHI_TRF_02,Karachi,traffic,195.99,239.16,400.0,35.64,25.9,49.7,246.1,VERY UNHEALTHY,2026-07-19T23:15:42.317578+00:00
PKS_LHR_RES_01,Lahore,residential,35.24,42.7,400.0,33.29,30.08,49.47,99.7,MODERATE,2026-07-19T23:15:42.317590+00:00
PKS_LHR_IND_02,Lahore,industrial,72.36,78.34,546.98,31.75,26.26,21.82,159.7,UNHEALTHY,2026-07-19T23:15:42.317600+00:00
